"GRD_FIXID","GRD_FLOAID","GRD_NEWID","SHAPE_Leng","SHAPE_Area","TOT_P","TOT_F","TOT_M"
"4.0.38740000.30440000","3874.3044.4","1kmN3044E3874",4000,1000000,70,37,33
"4.0.38740000.30450000","3874.3045.4","1kmN3045E3874",4000,1000000,0,0,0
"4.0.38740000.30460000","3874.3046.4","1kmN3046E3874",4000,1000000,129,62,67
"4.0.38740000.30470000","3874.3047.4","1kmN3047E3874",4000,1000000,49,27,22
"4.0.38740000.30480000","3874.3048.4","1kmN3048E3874",4000,1000000,7,4,3
"4.0.38740000.30490000","3874.3049.4","1kmN3049E3874",4000,1000000,330,166,164
"4.0.38740000.30500000","3874.3050.4","1kmN3050E3874",4000,1000000,7,3,4
"4.0.38740000.30510000","3874.3051.4","1kmN3051E3874",4000,1000000,7,3,4
"4.0.38740000.30520000","3874.3052.4","1kmN3052E3874",4000,1000000,30,13,17
"4.0.38740000.30530000","3874.3053.4","1kmN3053E3874",4000,1000000,10,3,7
"4.0.38740000.30540000","3874.3054.4","1kmN3054E3874",4000,1000000,373,190,183
"4.0.38740000.30550000","3874.3055.4","1kmN3055E3874",4000,1000000,263,139,124
"4.0.38740000.30560000","3874.3056.4","1kmN3056E3874",4000,1000000,4,3,1
"4.0.38740000.30570000","3874.3057.4","1kmN3057E3874",4000,1000000,49,24,25
"4.0.38740000.30580000","3874.3058.4","1kmN3058E3874",4000,1000000,143,71,72
"4.0.38740000.30590000","3874.3059.4","1kmN3059E3874",4000,1000000,225,118,107
"4.0.38740000.30600000","3874.3060.4","1kmN3060E3874",4000,1000000,424,214,210
"4.0.38740000.30610000","3874.3061.4","1kmN3061E3874",4000,1000000,154,85,69
"4.0.38740000.30620000","3874.3062.4","1kmN3062E3874",4000,1000000,318,163,155
"4.0.38740000.30630000","3874.3063.4","1kmN3063E3874",4000,1000000,135,63,72
"4.0.38740000.30640000","3874.3064.4","1kmN3064E3874",4000,1000000,79,40,39
"4.0.38740000.30650000","3874.3065.4","1kmN3065E3874",4000,1000000,1367,706,661
"4.0.38740000.30660000","3874.3066.4","1kmN3066E3874",4000,1000000,163,86,77
"4.0.38740000.30670000","3874.3067.4","1kmN3067E3874",4000,1000000,68,33,35
"4.0.38740000.30680000","3874.3068.4","1kmN3068E3874",4000,1000000,232,118,114
"4.0.38740000.30690000","3874.3069.4","1kmN3069E3874",4000,1000000,63,29,34
"4.0.38740000.30700000","3874.3070.4","1kmN3070E3874",4000,1000000,35,17,18
"4.0.38740000.30710000","3874.3071.4","1kmN3071E3874",4000,1000000,37,18,19
"4.0.38740000.30720000","3874.3072.4","1kmN3072E3874",4000,1000000,359,175,184
"4.0.38740000.30730000","3874.3073.4","1kmN3073E3874",4000,1000000,70,35,35
"4.0.38740000.30740000","3874.3074.4","1kmN3074E3874",4000,1000000,43,19,24
"4.0.38740000.30750000","3874.3075.4","1kmN3075E3874",4000,1000000,48,23,25
"4.0.38740000.30760000","3874.3076.4","1kmN3076E3874",4000,1000000,12,7,5
"4.0.38740000.30770000","3874.3077.4","1kmN3077E3874",4000,1000000,207,102,105
"4.0.38740000.30780000","3874.3078.4","1kmN3078E3874",4000,1000000,308,158,150
"4.0.38740000.30790000","3874.3079.4","1kmN3079E3874",4000,1000000,158,74,84
"4.0.38740000.30800000","3874.3080.4","1kmN3080E3874",4000,1000000,91,50,41
"4.0.38740000.30810000","3874.3081.4","1kmN3081E3874",4000,1000000,43,20,23
"4.0.38740000.30820000","3874.3082.4","1kmN3082E3874",4000,1000000,53,27,26
"4.0.38740000.30830000","3874.3083.4","1kmN3083E3874",4000,1000000,7,4,3
"4.0.38740000.30840000","3874.3084.4","1kmN3084E3874",4000,1000000,69,34,35
"4.0.38740000.30850000","3874.3085.4","1kmN3085E3874",4000,1000000,87,46,41
"4.0.38740000.30860000","3874.3086.4","1kmN3086E3874",4000,1000000,44,21,23
"4.0.38740000.30870000","3874.3087.4","1kmN3087E3874",4000,1000000,132,70,62
"4.0.38740000.30880000","3874.3088.4","1kmN3088E3874",4000,1000000,194,106,88
"4.0.38740000.30890000","3874.3089.4","1kmN3089E3874",4000,1000000,142,78,64
"4.0.38740000.30900000","3874.3090.4","1kmN3090E3874",4000,1000000,188,97,91
"4.0.38740000.30910000","3874.3091.4","1kmN3091E3874",4000,1000000,129,68,61
"4.0.38740000.30920000","3874.3092.4","1kmN3092E3874",4000,1000000,95,40,55
"4.0.38740000.30930000","3874.3093.4","1kmN3093E3874",4000,1000000,132,62,70
"4.0.38740000.30940000","3874.3094.4","1kmN3094E3874",4000,1000000,30,13,17
"4.0.38740000.30950000","3874.3095.4","1kmN3095E3874",4000,1000000,89,47,42
"4.0.38740000.30960000","3874.3096.4","1kmN3096E3874",4000,1000000,49,25,24
"4.0.38740000.30970000","3874.3097.4","1kmN3097E3874",4000,1000000,333,173,160
"4.0.38740000.30980000","3874.3098.4","1kmN3098E3874",4000,1000000,75,42,33
"4.0.38740000.30990000","3874.3099.4","1kmN3099E3874",4000,1000000,105,54,51
"4.0.38740000.31000000","3874.3100.4","1kmN3100E3874",4000,1000000,189,107,82
"4.0.38740000.31010000","3874.3101.4","1kmN3101E3874",4000,1000000,105,50,55
"4.0.38740000.31020000","3874.3102.4","1kmN3102E3874",4000,1000000,144,72,72
"4.0.38740000.31030000","3874.3103.4","1kmN3103E3874",4000,1000000,571,284,287
"4.0.38740000.31040000","3874.3104.4","1kmN3104E3874",4000,1000000,438,220,218
"4.0.38740000.31050000","3874.3105.4","1kmN3105E3874",4000,1000000,199,92,107
"4.0.38740000.31060000","3874.3106.4","1kmN3106E3874",4000,1000000,229,109,120
"4.0.38740000.31070000","3874.3107.4","1kmN3107E3874",4000,1000000,761,392,369
"4.0.38740000.31080000","3874.3108.4","1kmN3108E3874",4000,1000000,602,300,302
"4.0.38740000.31090000","3874.3109.4","1kmN3109E3874",4000,1000000,783,393,390
"4.0.38740000.31100000","3874.3110.4","1kmN3110E3874",4000,1000000,1303,661,642
"4.0.38740000.31110000","3874.3111.4","1kmN3111E3874",4000,1000000,640,313,327
"4.0.38740000.31120000","3874.3112.4","1kmN3112E3874",4000,1000000,337,161,176
"4.0.38740000.31130000","3874.3113.4","1kmN3113E3874",4000,1000000,2178,1161,1017
"4.0.38740000.31140000","3874.3114.4","1kmN3114E3874",4000,1000000,514,257,257
"4.0.38740000.31150000","3874.3115.4","1kmN3115E3874",4000,1000000,89,44,45
"4.0.38740000.31160000","3874.3116.4","1kmN3116E3874",4000,1000000,546,278,268
"4.0.38740000.31170000","3874.3117.4","1kmN3117E3874",4000,1000000,1028,524,504
"4.0.38740000.31180000","3874.3118.4","1kmN3118E3874",4000,1000000,1042,506,536
"4.0.38740000.31190000","3874.3119.4","1kmN3119E3874",4000,1000000,1052,536,516
"4.0.38740000.31200000","3874.3120.4","1kmN3120E3874",4000,1000000,756,399,357
"4.0.38740000.31210000","3874.3121.4","1kmN3121E3874",4000,1000000,351,172,179
"4.0.38740000.31220000","3874.3122.4","1kmN3122E3874",4000,1000000,703,355,348
"4.0.38740000.31230000","3874.3123.4","1kmN3123E3874",4000,1000000,521,276,245
"4.0.38740000.31240000","3874.3124.4","1kmN3124E3874",4000,1000000,240,130,110
"4.0.38740000.31250000","3874.3125.4","1kmN3125E3874",4000,1000000,592,305,287
"4.0.38740000.31260000","3874.3126.4","1kmN3126E3874",4000,1000000,69,34,35
"4.0.38740000.31270000","3874.3127.4","1kmN3127E3874",4000,1000000,87,37,50
"4.0.38740000.31280000","3874.3128.4","1kmN3128E3874",4000,1000000,618,330,288
"4.0.38740000.31290000","3874.3129.4","1kmN3129E3874",4000,1000000,1352,720,632
"4.0.38740000.31300000","3874.3130.4","1kmN3130E3874",4000,1000000,742,376,366
"4.0.38740000.31310000","3874.3131.4","1kmN3131E3874",4000,1000000,325,159,166
"4.0.38740000.31320000","3874.3132.4","1kmN3132E3874",4000,1000000,368,188,180
"4.0.38740000.31330000","3874.3133.4","1kmN3133E3874",4000,1000000,154,79,75
"4.0.38740000.31340000","3874.3134.4","1kmN3134E3874",4000,1000000,908,445,463
"4.0.38740000.31350000","3874.3135.4","1kmN3135E3874",4000,1000000,1623,832,791
"4.0.38740000.31360000","3874.3136.4","1kmN3136E3874",4000,1000000,46,20,26
"4.0.38740000.31370000","3874.3137.4","1kmN3137E3874",4000,1000000,38,19,19
"4.0.38740000.31380000","3874.3138.4","1kmN3138E3874",4000,1000000,270,134,136
"4.0.38740000.31390000","3874.3139.4","1kmN3139E3874",4000,1000000,31,16,15
"4.0.38740000.31400000","3874.3140.4","1kmN3140E3874",4000,1000000,45,22,23
"4.0.38740000.31410000","3874.3141.4","1kmN3141E3874",4000,1000000,14,7,7
"4.0.38740000.31420000","3874.3142.4","1kmN3142E3874",4000,1000000,268,141,127
"4.0.38740000.31430000","3874.3143.4","1kmN3143E3874",4000,1000000,32,15,17
"4.0.38740000.31440000","3874.3144.4","1kmN3144E3874",4000,1000000,50,27,23
"4.0.38740000.31450000","3874.3145.4","1kmN3145E3874",4000,1000000,610,301,309
"4.0.38740000.31460000","3874.3146.4","1kmN3146E3874",4000,1000000,107,54,53
"4.0.38740000.31470000","3874.3147.4","1kmN3147E3874",4000,1000000,3,1,2
"4.0.38740000.31480000","3874.3148.4","1kmN3148E3874",4000,1000000,0,0,0
"4.0.38740000.31490000","3874.3149.4","1kmN3149E3874",4000,1000000,9,3,6
"4.0.38740000.31500000","3874.3150.4","1kmN3150E3874",4000,1000000,372,186,186
"4.0.38740000.31510000","3874.3151.4","1kmN3151E3874",4000,1000000,20,8,12
"4.0.38740000.31520000","3874.3152.4","1kmN3152E3874","3337,94365057","737450,081523",0,0,0
"4.0.38750000.30400000","3875.3040.4","1kmN3040E3875","1718,41001129","150582,955581",0,0,0
"4.0.38750000.30410000","3875.3041.4","1kmN3041E3875","3268,0173471","573305,777369",0,0,0
"4.0.38750000.30420000","3875.3042.4","1kmN3042E3875","3721,15036503","697226,469812",0,0,0
"4.0.38750000.30430000","3875.3043.4","1kmN3043E3875","3886,35757436","963364,31415",33,16,17
"4.0.38750000.30440000","3875.3044.4","1kmN3044E3875",4000,1000000,109,58,51
"4.0.38750000.30450000","3875.3045.4","1kmN3045E3875",4000,1000000,190,96,94
"4.0.38750000.30460000","3875.3046.4","1kmN3046E3875",4000,1000000,8,4,4
"4.0.38750000.30470000","3875.3047.4","1kmN3047E3875",4000,1000000,426,198,228
"4.0.38750000.30480000","3875.3048.4","1kmN3048E3875",4000,1000000,158,80,78
"4.0.38750000.30490000","3875.3049.4","1kmN3049E3875",4000,1000000,349,225,124
"4.0.38750000.30500000","3875.3050.4","1kmN3050E3875",4000,1000000,13,5,8
"4.0.38750000.30510000","3875.3051.4","1kmN3051E3875",4000,1000000,0,0,0
"4.0.38750000.30520000","3875.3052.4","1kmN3052E3875",4000,1000000,0,0,0
"4.0.38750000.30530000","3875.3053.4","1kmN3053E3875",4000,1000000,6,3,3
"4.0.38750000.30540000","3875.3054.4","1kmN3054E3875",4000,1000000,13,4,9
"4.0.38750000.30550000","3875.3055.4","1kmN3055E3875",4000,1000000,29,15,14
"4.0.38750000.30560000","3875.3056.4","1kmN3056E3875",4000,1000000,18,6,12
"4.0.38750000.30570000","3875.3057.4","1kmN3057E3875",4000,1000000,345,174,171
"4.0.38750000.30580000","3875.3058.4","1kmN3058E3875",4000,1000000,519,270,249
"4.0.38750000.30590000","3875.3059.4","1kmN3059E3875",4000,1000000,98,48,50
"4.0.38750000.30600000","3875.3060.4","1kmN3060E3875",4000,1000000,25,12,13
"4.0.38750000.30610000","3875.3061.4","1kmN3061E3875",4000,1000000,229,121,108
"4.0.38750000.30620000","3875.3062.4","1kmN3062E3875",4000,1000000,424,218,206
"4.0.38750000.30630000","3875.3063.4","1kmN3063E3875",4000,1000000,522,264,258
"4.0.38750000.30640000","3875.3064.4","1kmN3064E3875",4000,1000000,0,0,0
"4.0.38750000.30650000","3875.3065.4","1kmN3065E3875",4000,1000000,97,49,48
"4.0.38750000.30660000","3875.3066.4","1kmN3066E3875",4000,1000000,0,0,0
"4.0.38750000.30670000","3875.3067.4","1kmN3067E3875",4000,1000000,0,0,0
"4.0.38750000.30680000","3875.3068.4","1kmN3068E3875",4000,1000000,147,69,78
"4.0.38750000.30690000","3875.3069.4","1kmN3069E3875",4000,1000000,0,0,0
"4.0.38750000.30700000","3875.3070.4","1kmN3070E3875",4000,1000000,12,6,6
"4.0.38750000.30710000","3875.3071.4","1kmN3071E3875",4000,1000000,5,2,3
"4.0.38750000.30720000","3875.3072.4","1kmN3072E3875",4000,1000000,38,23,15
"4.0.38750000.30730000","3875.3073.4","1kmN3073E3875",4000,1000000,34,20,14
"4.0.38750000.30740000","3875.3074.4","1kmN3074E3875",4000,1000000,73,33,40
"4.0.38750000.30750000","3875.3075.4","1kmN3075E3875",4000,1000000,147,75,72
"4.0.38750000.30760000","3875.3076.4","1kmN3076E3875",4000,1000000,36,19,17
"4.0.38750000.30770000","3875.3077.4","1kmN3077E3875",4000,1000000,26,11,15
"4.0.38750000.30780000","3875.3078.4","1kmN3078E3875",4000,1000000,5,1,4
"4.0.38750000.30790000","3875.3079.4","1kmN3079E3875",4000,1000000,48,23,25
"4.0.38750000.30800000","3875.3080.4","1kmN3080E3875",4000,1000000,89,40,49
"4.0.38750000.30810000","3875.3081.4","1kmN3081E3875",4000,1000000,44,21,23
"4.0.38750000.30820000","3875.3082.4","1kmN3082E3875",4000,1000000,103,51,52
"4.0.38750000.30830000","3875.3083.4","1kmN3083E3875",4000,1000000,148,79,69
"4.0.38750000.30840000","3875.3084.4","1kmN3084E3875",4000,1000000,24,14,10
"4.0.38750000.30850000","3875.3085.4","1kmN3085E3875",4000,1000000,147,74,73
"4.0.38750000.30860000","3875.3086.4","1kmN3086E3875",4000,1000000,71,37,34
"4.0.38750000.30870000","3875.3087.4","1kmN3087E3875",4000,1000000,147,77,70
"4.0.38750000.30880000","3875.3088.4","1kmN3088E3875",4000,1000000,970,534,436
"4.0.38750000.30890000","3875.3089.4","1kmN3089E3875",4000,1000000,339,176,163
"4.0.38750000.30900000","3875.3090.4","1kmN3090E3875",4000,1000000,296,141,155
"4.0.38750000.30910000","3875.3091.4","1kmN3091E3875",4000,1000000,92,49,43
"4.0.38750000.30920000","3875.3092.4","1kmN3092E3875",4000,1000000,255,129,126
"4.0.38750000.30930000","3875.3093.4","1kmN3093E3875",4000,1000000,32,17,15
"4.0.38750000.30940000","3875.3094.4","1kmN3094E3875",4000,1000000,82,41,41
"4.0.38750000.30950000","3875.3095.4","1kmN3095E3875",4000,1000000,288,136,152
"4.0.38750000.30960000","3875.3096.4","1kmN3096E3875",4000,1000000,237,125,112
"4.0.38750000.30970000","3875.3097.4","1kmN3097E3875",4000,1000000,47,25,22
"4.0.38750000.30980000","3875.3098.4","1kmN3098E3875",4000,1000000,121,57,64
"4.0.38750000.30990000","3875.3099.4","1kmN3099E3875",4000,1000000,224,118,106
"4.0.38750000.31000000","3875.3100.4","1kmN3100E3875",4000,1000000,432,205,227
"4.0.38750000.31010000","3875.3101.4","1kmN3101E3875",4000,1000000,201,99,102
"4.0.38750000.31020000","3875.3102.4","1kmN3102E3875",4000,1000000,91,41,50
"4.0.38750000.31030000","3875.3103.4","1kmN3103E3875",4000,1000000,107,52,55
"4.0.38750000.31040000","3875.3104.4","1kmN3104E3875",4000,1000000,313,153,160
"4.0.38750000.31050000","3875.3105.4","1kmN3105E3875",4000,1000000,65,29,36
"4.0.38750000.31060000","3875.3106.4","1kmN3106E3875",4000,1000000,1242,640,602
"4.0.38750000.31070000","3875.3107.4","1kmN3107E3875",4000,1000000,1195,622,573
"4.0.38750000.31080000","3875.3108.4","1kmN3108E3875",4000,1000000,884,447,437
"4.0.38750000.31090000","3875.3109.4","1kmN3109E3875",4000,1000000,78,38,40
"4.0.38750000.31100000","3875.3110.4","1kmN3110E3875",4000,1000000,1018,546,472
"4.0.38750000.31110000","3875.3111.4","1kmN3111E3875",4000,1000000,212,121,91
"4.0.38750000.31120000","3875.3112.4","1kmN3112E3875",4000,1000000,12,8,4
"4.0.38750000.31130000","3875.3113.4","1kmN3113E3875",4000,1000000,411,203,208
"4.0.38750000.31140000","3875.3114.4","1kmN3114E3875",4000,1000000,305,157,148
"4.0.38750000.31150000","3875.3115.4","1kmN3115E3875",4000,1000000,538,272,266
"4.0.38750000.31160000","3875.3116.4","1kmN3116E3875",4000,1000000,986,522,464
"4.0.38750000.31170000","3875.3117.4","1kmN3117E3875",4000,1000000,1896,1011,885
"4.0.38750000.31180000","3875.3118.4","1kmN3118E3875",4000,1000000,1334,697,637
"4.0.38750000.31190000","3875.3119.4","1kmN3119E3875",4000,1000000,880,450,430
"4.0.38750000.31200000","3875.3120.4","1kmN3120E3875",4000,1000000,720,383,337
"4.0.38750000.31210000","3875.3121.4","1kmN3121E3875",4000,1000000,177,95,82
"4.0.38750000.31220000","3875.3122.4","1kmN3122E3875",4000,1000000,135,68,67
"4.0.38750000.31230000","3875.3123.4","1kmN3123E3875",4000,1000000,1205,603,602
"4.0.38750000.31240000","3875.3124.4","1kmN3124E3875",4000,1000000,383,194,189
"4.0.38750000.31250000","3875.3125.4","1kmN3125E3875",4000,1000000,984,476,508
"4.0.38750000.31260000","3875.3126.4","1kmN3126E3875",4000,1000000,145,74,71
"4.0.38750000.31270000","3875.3127.4","1kmN3127E3875",4000,1000000,325,164,161
"4.0.38750000.31280000","3875.3128.4","1kmN3128E3875",4000,1000000,117,55,62
"4.0.38750000.31290000","3875.3129.4","1kmN3129E3875",4000,1000000,1254,638,616
"4.0.38750000.31300000","3875.3130.4","1kmN3130E3875",4000,1000000,899,442,457
"4.0.38750000.31310000","3875.3131.4","1kmN3131E3875",4000,1000000,49,22,27
"4.0.38750000.31320000","3875.3132.4","1kmN3132E3875",4000,1000000,41,21,20
"4.0.38750000.31330000","3875.3133.4","1kmN3133E3875",4000,1000000,10,6,4
"4.0.38750000.31340000","3875.3134.4","1kmN3134E3875",4000,1000000,556,276,280
"4.0.38750000.31350000","3875.3135.4","1kmN3135E3875",4000,1000000,1154,585,569
"4.0.38750000.31360000","3875.3136.4","1kmN3136E3875",4000,1000000,576,275,301
"4.0.38750000.31370000","3875.3137.4","1kmN3137E3875",4000,1000000,52,26,26
"4.0.38750000.31380000","3875.3138.4","1kmN3138E3875",4000,1000000,512,264,248
"4.0.38750000.31390000","3875.3139.4","1kmN3139E3875",4000,1000000,162,79,83
"4.0.38750000.31400000","3875.3140.4","1kmN3140E3875",4000,1000000,215,101,114
"4.0.38750000.31410000","3875.3141.4","1kmN3141E3875",4000,1000000,38,21,17
"4.0.38750000.31420000","3875.3142.4","1kmN3142E3875",4000,1000000,1220,619,601
"4.0.38750000.31430000","3875.3143.4","1kmN3143E3875",4000,1000000,113,52,61
"4.0.38750000.31440000","3875.3144.4","1kmN3144E3875",4000,1000000,66,30,36
"4.0.38750000.31450000","3875.3145.4","1kmN3145E3875",4000,1000000,440,220,220
"4.0.38750000.31460000","3875.3146.4","1kmN3146E3875",4000,1000000,150,69,81
"4.0.38750000.31470000","3875.3147.4","1kmN3147E3875",4000,1000000,64,30,34
"4.0.38750000.31480000","3875.3148.4","1kmN3148E3875",4000,1000000,16,8,8
"4.0.38750000.31490000","3875.3149.4","1kmN3149E3875",4000,1000000,19,9,10
"4.0.38750000.31500000","3875.3150.4","1kmN3150E3875",4000,1000000,31,13,18
"4.0.38750000.31510000","3875.3151.4","1kmN3151E3875",4000,1000000,4,2,2
"4.0.38750000.31520000","3875.3152.4","1kmN3152E3875","3026,41798609","340760,97228",0,0,0
"4.0.38760000.30430000","3876.3043.4","1kmN3043E3876","1271,57022509","74527,807453",0,0,0
"4.0.38760000.30440000","3876.3044.4","1kmN3044E3876","3890,97973504","479088,584083",0,0,0
"4.0.38760000.30450000","3876.3045.4","1kmN3045E3876",4000,1000000,75,32,43
"4.0.38760000.30460000","3876.3046.4","1kmN3046E3876",4000,1000000,2,1,1
"4.0.38760000.30470000","3876.3047.4","1kmN3047E3876",4000,1000000,51,23,28
"4.0.38760000.30480000","3876.3048.4","1kmN3048E3876",4000,1000000,83,45,38
"4.0.38760000.30490000","3876.3049.4","1kmN3049E3876",4000,1000000,9,2,7
"4.0.38760000.30500000","3876.3050.4","1kmN3050E3876",4000,1000000,339,185,154
"4.0.38760000.30510000","3876.3051.4","1kmN3051E3876",4000,1000000,150,84,66
"4.0.38760000.30520000","3876.3052.4","1kmN3052E3876",4000,1000000,14,7,7
"4.0.38760000.30530000","3876.3053.4","1kmN3053E3876",4000,1000000,424,229,195
"4.0.38760000.30540000","3876.3054.4","1kmN3054E3876",4000,1000000,1196,611,585
"4.0.38760000.30550000","3876.3055.4","1kmN3055E3876",4000,1000000,28,14,14
"4.0.38760000.30560000","3876.3056.4","1kmN3056E3876",4000,1000000,18,7,11
"4.0.38760000.30570000","3876.3057.4","1kmN3057E3876",4000,1000000,77,44,33
"4.0.38760000.30580000","3876.3058.4","1kmN3058E3876",4000,1000000,370,195,175
"4.0.38760000.30590000","3876.3059.4","1kmN3059E3876",4000,1000000,388,191,197
"4.0.38760000.30600000","3876.3060.4","1kmN3060E3876",4000,1000000,51,26,25
"4.0.38760000.30610000","3876.3061.4","1kmN3061E3876",4000,1000000,163,73,90
"4.0.38760000.30620000","3876.3062.4","1kmN3062E3876",4000,1000000,76,38,38
"4.0.38760000.30630000","3876.3063.4","1kmN3063E3876",4000,1000000,537,281,256
"4.0.38760000.30640000","3876.3064.4","1kmN3064E3876",4000,1000000,4,2,2
"4.0.38760000.30650000","3876.3065.4","1kmN3065E3876",4000,1000000,23,13,10
"4.0.38760000.30660000","3876.3066.4","1kmN3066E3876",4000,1000000,119,53,66
"4.0.38760000.30670000","3876.3067.4","1kmN3067E3876",4000,1000000,38,20,18
"4.0.38760000.30680000","3876.3068.4","1kmN3068E3876",4000,1000000,77,37,40
"4.0.38760000.30690000","3876.3069.4","1kmN3069E3876",4000,1000000,6,2,4
"4.0.38760000.30700000","3876.3070.4","1kmN3070E3876",4000,1000000,3,2,1
"4.0.38760000.30710000","3876.3071.4","1kmN3071E3876",4000,1000000,153,81,72
"4.0.38760000.30720000","3876.3072.4","1kmN3072E3876",4000,1000000,86,40,46
"4.0.38760000.30730000","3876.3073.4","1kmN3073E3876",4000,1000000,444,233,211
"4.0.38760000.30740000","3876.3074.4","1kmN3074E3876",4000,1000000,27,14,13
"4.0.38760000.30750000","3876.3075.4","1kmN3075E3876",4000,1000000,425,219,206
"4.0.38760000.30760000","3876.3076.4","1kmN3076E3876",4000,1000000,275,144,131
"4.0.38760000.30770000","3876.3077.4","1kmN3077E3876",4000,1000000,105,49,56
"4.0.38760000.30780000","3876.3078.4","1kmN3078E3876",4000,1000000,94,44,50
"4.0.38760000.30790000","3876.3079.4","1kmN3079E3876",4000,1000000,179,80,99
"4.0.38760000.30800000","3876.3080.4","1kmN3080E3876",4000,1000000,107,53,54
"4.0.38760000.30810000","3876.3081.4","1kmN3081E3876",4000,1000000,86,44,42
"4.0.38760000.30820000","3876.3082.4","1kmN3082E3876",4000,1000000,103,51,52
"4.0.38760000.30830000","3876.3083.4","1kmN3083E3876",4000,1000000,33,17,16
"4.0.38760000.30840000","3876.3084.4","1kmN3084E3876",4000,1000000,90,45,45
"4.0.38760000.30850000","3876.3085.4","1kmN3085E3876",4000,1000000,50,27,23
"4.0.38760000.30860000","3876.3086.4","1kmN3086E3876",4000,1000000,38,22,16
"4.0.38760000.30870000","3876.3087.4","1kmN3087E3876",4000,1000000,89,48,41
"4.0.38760000.30880000","3876.3088.4","1kmN3088E3876",4000,1000000,179,93,86
